,acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes,year,Address
3489,918215,2005-05-29,CA,Palm Springs,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Water slide - undefined,waterslide,WhiteWater West Industries Ltd.,1,40.0,F,"Guest was riding the slide with her husband on a double tube that flipped over, guest landed on her shoulder.",shoulder pain,0,"Fall: patron fell off inner tube, mat or board",False,False,False,0,2005,"Palm Springs, CA"
7005,910951,2002-07-28,NJ,Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Tube slide,tube slide,Surf Coaster,1,18.0,F,Guest stated she bumped her head on the bottom of the pool.,Other,0,Impact: hit something in participatory attraction,False,False,False,0,2002,"Wildwood, NJ"
9605,907187,2001-06-30,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Water slide - undefined,waterslide,NBGS International,1,5.0,M,"guest was climbing up the boat slide, slipped and fell.",Laceration,0,Fall: in climb or play area,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
2947,914713,2005-07-24,NJ,Seaside Heights,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,water ride,Flume ride,flume ride,Reverchon,1,28.0,F,"As per patron, She was riding on the Niagra Falls ride. She said as she came down the second drop, the impact of the car hitting the bottom pool caused her toe to get cut on the inside of the car. Her toe nail on the big toe of her left foot was pushed back and began to bleed. The pain caused her to hyperventilate. Patron was sitting in the back position of the car. As per assistant pier manager, Daniel Sierra, patron and the man she was with initially said she cut her foot on the back of the Man's sandal upon the impact.",0,0,Impact: hit something within ride vehicle,False,False,False,Inadvertent Rider Mishap,2005,"Seaside Heights, NJ"
10745,905169,2000-08-20,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Tornado-type,Tornado,"Wisdom Industries, Ltd.",1,28.0,M,Guest was riding Tornado and when the lap bars were released his foot was caught at the base of the bar.,Contusion,0,Load/Unload: hit or pinched by restraint,False,False,False,Inadvertent Rider Mishap,2000,"0, NJ"
10324,900751,2001-03-16,TX,Houston South,F,Texas Dept. of Insurance,Family entertainment center,recreation,go-kart,Go-kart,go kart,"Formula K Raceway, Inc.",1,7.0,F,Hit from behind by another go-kart. Driver (Mother) did not step on the brake pedal and continued to press the gas hitting the rail on the first turn.,Bruises and pain to chest and back,0,Collision: patron-controlled vehicles,False,False,False,Mother was driving go-kart. Mother and daughter were transported by ambulance/EMS to hospital.,2001,"Houston South, TX"
5892,909911,2003-06-15,NJ,Piscataway,F,New Jersey Dept. of Community Affairs,Family entertainment center,recreation,go-kart,Go-kart,go kart,Pacer,1,22.0,U,Another patron hit her go-kart,0,0,Collision: patron-controlled vehicles,False,False,False,Investigated by State Officials,2003,"Piscataway, NJ"
6795,911085,2002-08-11,NJ,North Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,water park,aquatic play,Aquatic play area,water play structure,SCS Interactive,1,35.0,F,"Guest alleges while she was standing on the foam kiddie castle play structure in Bonsai Beach, she slipped and fell striking her head on the foam structure.",Contusion,0,Fall: in climb or play area,False,False,False,0,2002,"North Wildwood, NJ"
9105,900981,2001-07-25,TX,Lubbock,F,Texas Dept. of Insurance,Family entertainment center,amusement ride,water ride,Bumper boat,bumper boats,0,1,7.0,F,Small frame little girl got her leg under the bottom side of the boat motor causing a burn on her skin.  Burn appeared 1.5' diamater.,Burn,0,Burn (includes friction burn),False,False,False,Mother called and said daughter did not go to doctor and is ok.,2001,"Lubbock, TX"
6433,909639,2002-10-10,TX,0,P,Texas Dept. of Insurance,Carnival or rental,recreation,inflatable,Inflatable slide,Titanic Slide,Cutting Edge Creations,1,0.0,M,Bounded over side,Minor,0,Fall: in climb or play area,False,False,False,0,2002,"0, TX"
10320,900753,2001-03-17,TX,Dallas,F,Texas Dept. of Insurance,Family entertainment center,recreation,go-kart,Go-kart,go kart,Shaller Engineering,1,34.0,M,Belt broke on car. Patron exited car and fell while getting out.,Dislocated right index finger,0,Equipment failure,True,False,False,0,2001,"Dallas, TX"
3610,914465,2005-05-01,NJ,Atlantic City,F,New Jersey Dept. of Community Affairs,Family entertainment center,recreation,go-kart,Go-kart,go kart,"Formula K Raceway, Inc.",1,22.0,F,Hurt head on steering wheel of go kart. Rider did not feel seatbelt was properly fastened. It was fastened but not tight enough for her. Ride was over and when rider came into pit she hit the bumper tire.At that point her head hit the steerway wheeland she bounced back into the seat. Tider said no one checked seatbelt. Will Be investigated.,Rider's head hurts and may need to go to the doctors tommorrow if not feeling better.,0,Collision: go-kart or bumper car hit stationary object,False,True,False,Operator error,2005,"Atlantic City, NJ"
7102,918580,2002-07-22,CA,San Dimas,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,tube slide,Waterworld Products Inc.,1,24.0,M,"Guest advises that as he entered the splash pool the handle of mat struck his chin resulting in a 1"" laceration.",cut to chin,0,Impact: hit something in participatory attraction,False,False,False,0,2002,"San Dimas, CA"
1462,914352,2006-08-08,NJ,Gibsonton,P,New Jersey Dept. of Community Affairs,Carnival or rental,amusement ride,pendulum,Flying carpet ride,Avalanche,"Wisdom Industries, Ltd.",1,13.0,F,"As she was exiting the seat, the restraint was up in the air, it came down and hit her.",0,0,Load/Unload: hit or pinched by restraint,True,False,False,Product failure,2006,"Gibsonton, NJ"
6767,919837,2002-08-13,CA,Santa Clara,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Rafting ride,rafting ride,Intamin AG,1,0.0,U,Unknown,Unknown,0,Unknown (not enough info),False,False,False,0,2002,"Santa Clara, CA"
4761,912072,2004-05-31,FL,Cape Coral,F,Florida Dept. of Agriculture,Water park,water park,water slide,Water slide - undefined,waterslide,0,1,8.0,M,An 8 year old male aspirated water after coming out of his tube at the *** water slide at Sun ***.,Aspirated water,0,"Choking, water inhalation, suffocation",False,False,False,He appeared to have turned over in the slide and entered the water backwards with the tube on top of him.  No follow up inspection was conducted due to nature of the incident and statements provided by operator.,2004,"Cape Coral, FL"
2804,914769,2005-08-06,NJ,Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,Boomerang,Vekoma,1,58.0,F,"Guest was exiting the Sea Serpent and stepped out of the train onto the small raiser platform, on the side of the track. Guest twisted her left ankle. Guest was transported via whellchair to First Aid. An ice pack was applied. Guest had partial range of motion with pain. WWFD was called at the request of the guest. Guest was able to place weight on her ankle, but with pain. WWFD transported the guest to ***. Platform was checked for abnormalties(Tim Samson)None noted.",0,0,Load/Unload: scrape or stumble,False,False,False,Loss of Control by Rider,2005,"Wildwood, NJ"
4859,917320,2004-05-04,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,looping coaster,Intamin AG,1,57.0,M,"Guest alleges nausea, weakness and chest pain after ride.",chest pain,0,Illness or neurological symptoms,False,False,False,0,2004,"Anaheim, CA"
8521,897377,2001-08-26,FL,Orlando,F,Florida Dept. of Agriculture,Sports or recreation facility,recreation,challenge activity,Water ski tow,water ski tow,0,1,0.0,U,"Fell, struck by another skier.",Cut on back of head,0,Collision: patrons collided (participatory),False,False,False,0,2001,"Orlando, FL"
11996,906217,2000-05-27,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,cars & track rides,Bumper car,bumper cars,Bertazzon 3B SLR,1,9.0,F,Child was on scooters and bumped into another car causing her to bump her head on the steering wheel. She was treated and was released to the park with her father.,0,0,Collision: patron-controlled vehicles,False,False,False,Rider Hit by Others,2000,"0, NJ"
8935,906747,2001-08-03,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,Custom looping coaster,Arrow Dynamics,1,11.0,F,Patron bumped left side of Neck on saftey harness while riding.,Neck Pain,0,Impact: hit something within ride vehicle,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
6638,911221,2002-08-23,NJ,Pt. Pleasant,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,pendulum,Flying carpet ride,Crazy Bus,Zamperla,1,6.0,F,"As stated by operator, patron was exiting the Crazy Bus, she stepped out of bus, over the first step to platform. She lost her footing, slipped and fell. She hit her back on the step above the platform.",Bruised lower back,0,Load/Unload: scrape or stumble,False,False,False,0,2002,"Pt. Pleasant, NJ"
2722,914771,2005-08-14,NJ,Wildwood,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,Zyklon,Pinfari,1,25.0,M,Guest stated that they were exiting the ride and stated that the harness released after the ride was over and hit him in the face. Guest stated that they sustained a chipped tooth when the harness bumped his face. Guest stated that he swallowed the chipped piece of tooth. Guest had minor bleeding from the mouth. Guest was issued an ice pack and released to the park with no further complaints. Harnesses where checked fro abnormalties(Tim Samson) none noted,0,0,Load/Unload: hit or pinched by restraint,False,False,False,Inadvertent Rider Mishap,2005,"Wildwood, NJ"
9952,898408,2001-06-08,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,31.0,U,Guest says she tripped as she exited the vehicle.,"Fractured foot, diagnosed at a Colorado hospital.",0,Load/Unload: scrape or stumble,False,False,False,Not reported to park until 8/14/01.,2001,"Anaheim, CA"
8344,906360,2001-09-16,NJ,0,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,spinning,Himalaya-type,Regatta,Zamperla,1,65.0,F,Patron has back pain after falling while exiting the ride.,Back Pain,0,Load/Unload: scrape or stumble,False,False,False,Inadvertent Rider Mishap,2001,"0, NJ"
4104,914435,2004-08-10,NJ,Wildwood,F,New Jersey Dept. of Community Affairs,Family entertainment center,recreation,go-kart,Go-kart,grand prix track,"Formula K Raceway, Inc.",1,0.0,F,During the end of the ride injured person was hit from behind by another go kart.,0,0,Collision: patron-controlled vehicles,False,False,False,Rider Hit by Others,2004,"Wildwood, NJ"
11278,900626,2000-07-16,TX,0,F,Texas Dept. of Insurance,Amusement park,amusement ride,spinning,Himalaya-type,Himalaya,Reverchon,1,15.0,F,She tripped getting off ride.,Sprain,0,Load/Unload: scrape or stumble,False,False,False,0,2000,"0, TX"
4862,912066,2004-05-02,FL,Kissimmee,F,Florida Dept. of Agriculture,Water park,water park,water slide,Mat slide,mat slide,0,1,43.0,F,A 43 year old female complained of neck and back pain after coming down the waterslide.  She claimed she struck her head on the inside of the flume.,Neck and back injury,0,Impact: hit something in participatory attraction,False,False,False,Follow up inspection found no discrepancies.,2004,"Kissimmee, FL"
817,917120,2007-06-23,FL,0,F,Florida Dept. of Agriculture,Amusement park,water park,water slide,Water slide - undefined,waterslide,0,1,17.0,M,Seventeen year old male received a bump on head while exiting slide into catch pool.,0,0,Impact: hit something in participatory attraction,False,False,False,PATRON-LOST CONTROL,2007,"0, FL"
2116,917839,2006-05-17,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,16.0,F,Guest had a seizure while riding. History of seizures.,seizure,0,Illness: Seizure or LOC,False,False,False,0,2006,"Anaheim, CA"
6927,911006,2002-08-02,NJ,Jackson,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,coaster,Coaster - steel,LIM shuttle loop coaster,"Premier Rides, Inc.",1,16.0,F,Patron stated that her riggt side of her neck felt stiff after exiting ride.,Right side Neck discomfort,0,Body pain (normal motion),False,False,False,0,2002,"Jackson, NJ"
5290,909390,2003-08-16,CA,Sacramento,P,California Division of Occupational Safety and Health,Carnival or rental,recreation,trampoline,Bungee trampoline,Gravity Storm,"Gorham Fabrications, Inc.",1,13.0,F,Winch rope suspending the injured broke and the injured fell 10-15 feet landing on a mat.,Pain in stomach and mid-back.  X-rays and cat scan taken.  Diagnosed with sprain to neck and back.,https://saferparksdata.org/sites/default/files/accident_reports/CA_909390.pdf,Equipment failure,True,False,False,"State investigation determined the following:  1) rope failed as a result of repeatedly rubbing against a burr on the U-bolt; 2) Manufacturer's bulletin does not instruct owner/operator to remove burrs resulting from installation of U-bolt; 3) because the rope broke by rubbing against another component of the ride, an evaluation of the entire support system is needed, including procedures to minimize the possibility of Technora rope rubbing against any component other than the winch drum; 4) the ride supervisor was not using the manufacturer's daily inspection form as required prior to the ride being set up at Cal Expo.",2003,"Sacramento, CA"
